pv_output,direct_irradiance,diffuse_irradiance,reflected_irradiance,sun_height,temp,wind_speed,year_sin,year_cos
0.05702,0.0,0.13121,0.00334,2.9616666666666664,4.059166666666667,2.8841666666666668,0.017213356155834685,0.9998518392091162
0.54126,0.37904,0.30608,0.00778,2.9879166666666666,2.5545833333333334,4.45875,0.03442161162274574,0.9994074007397048
0.65141,0.44305999999999995,0.34498,0.00977,3.015833333333333,1.9029166666666668,5.4941666666666675,0.051619667223253764,0.998666816288476
0.09275,0.0,0.17731,0.00451,3.045833333333333,4.432916666666666,5.045833333333333,0.06880242680231986,0.9976303053065857
0.9702099999999999,0.7405200000000001,0.40443999999999997,0.01169,3.0779166666666664,4.8525,5.607500000000001,0.08596479873744647,0.9962981749346078
0.27393,0.09392999999999999,0.28534000000000004,0.007359999999999999,3.112083333333333,3.44875,3.8125,0.10310169744743485,0.9946708199115211
0.14602,0.0386,0.19832,0.00511,3.1483333333333334,5.400833333333334,5.196666666666666,0.1202080448993527,0.9927487224577402
2.53773,2.1983,0.7513799999999999,0.02416,3.18625,8.994583333333333,5.546250000000001,0.13727877211326478,0.9905324521322229
2.43156,2.04724,0.71623,0.023549999999999998,3.2266666666666666,5.673333333333333,7.00125,0.15430882066428117,0.9880226656636976
0.92917,0.60468,0.5256,0.013859999999999999,3.268333333333333,6.415,4.453333333333333,0.1712931441814776,0.9852201067560606
0.91794,0.69082,0.41345,0.012400000000000001,3.3120833333333333,6.935833333333334,3.5658333333333334,0.1882267098432442,0.9821256058680006
3.1815800000000003,2.95996,0.7361,0.0277,3.35875,7.057916666666666,2.964166666666667,0.2051044998686192,0.9787400799669153
1.22516,0.89416,0.56978,0.01732,3.4066666666666667,5.162083333333333,3.077916666666667,0.22192151300416552,0.9750645322571948
0.13416,0.010519999999999998,0.21806,0.00558,3.4562500000000003,2.1512499999999997,4.1975,0.2386727660059501,0.9711000518829505
0.5541999999999999,0.20259,0.49974999999999997,0.0129,3.5079166666666666,0.40875,2.9924999999999997,0.255353295116187,0.9668478136052775
1.0582099999999999,0.6980099999999999,0.55635,0.01618,3.56125,-1.2604166666666667,1.9075,0.2719581575341055,0.9623090774541486
3.4621999999999997,3.16502,0.7608,0.03112,3.6158333333333332,-1.1458333333333333,3.01375,0.288482432880609,0.9574851883550393
3.2289600000000003,2.90272,0.75777,0.0305,3.672916666666667,-1.02125,3.6775,0.30492122465628907,0.9523775757303974
0.1309,0.0,0.22873,0.00582,3.731666666666667,-1.5704166666666666,2.9875000000000003,0.3212696616923644,0.9469877530760753
0.15778999999999999,0.03356,0.22536,0.00579,3.950833333333333,0.6933333333333334,4.8220833333333335,0.3375228995941133,0.9413173175128471
0.15862,0.00571,0.25557,0.006500000000000001,4.0200000000000005,1.1179166666666667,5.452916666666667,0.3536761221763716,0.9353679493131483
1.36831,1.0464799999999999,0.55156,0.01799,4.090416666666666,-0.47041666666666665,4.0225,0.3697245428906731,0.9291414114031743
