pv_output,direct_irradiance,diffuse_irradiance,reflected_irradiance,sun_height,temp,wind_speed,year_sin,year_cos
0.34275,0.15065,0.28469,0.00786,2.07625,-3.1666666666666665,2.535,0.017213356155834685,0.9998518392091162
0.13944,0.05873,0.14822000000000002,0.0041400000000000005,2.097916666666667,-3.9804166666666667,2.12375,0.03442161162274574,0.9994074007397048
0.04939,0.0,0.10506,0.00296,2.120833333333333,-1.1695833333333334,3.1479166666666667,0.051619667223253764,0.998666816288476
0.62949,0.46972,0.25343,0.00711,2.1458333333333335,-2.6941666666666664,3.0091666666666668,0.06880242680231986,0.9976303053065857
0.16090999999999997,0.07948999999999999,0.14891000000000001,0.00414,2.1729166666666666,-2.8858333333333337,4.910833333333334,0.08596479873744647,0.9962981749346078
0.62172,0.53163,0.20272,0.00656,2.200833333333333,-1.6445833333333333,4.03375,0.10310169744743485,0.9946708199115211
0.07434,0.00392,0.13557,0.00384,2.2312499999999997,-1.065,3.6704166666666667,0.1202080448993527,0.9927487224577402
0.17465999999999998,0.03243,0.23516,0.00664,2.263333333333333,3.075833333333333,5.441666666666666,0.13727877211326478,0.9905324521322229
0.28432999999999997,0.18853999999999999,0.18148999999999998,0.00509,2.2912500000000002,2.57125,7.10125,0.15430882066428117,0.9880226656636976
0.22207000000000002,0.10068,0.20105,0.00565,2.3341666666666665,-0.9245833333333334,5.517499999999999,0.1712931441814776,0.9852201067560606
0.45126,0.35825999999999997,0.20582,0.00515,2.37875,0.9529166666666667,3.6345833333333335,0.1882267098432442,0.9821256058680006
0.60137,0.39359,0.34402,0.01021,2.425,0.6445833333333334,3.7775,0.2051044998686192,0.9787400799669153
0.16088999999999998,0.07307,0.17067,0.00483,2.472916666666667,1.7070833333333333,3.151666666666667,0.22192151300416552,0.9750645322571948
0.96209,0.7408,0.38363,0.01151,2.52375,0.8054166666666666,2.9445833333333336,0.2386727660059501,0.9711000518829505
0.69942,0.54879,0.29055000000000003,0.00951,2.575833333333333,-0.7333333333333334,2.2304166666666667,0.255353295116187,0.9668478136052775
0.61216,0.45271000000000006,0.27129,0.00843,2.63,-5.472083333333334,2.5454166666666667,0.2719581575341055,0.9623090774541486
0.1114,0.0035299999999999997,0.19056,0.00543,2.685416666666667,-3.942083333333333,3.157916666666667,0.288482432880609,0.9574851883550393
1.8945200000000002,1.581,0.53435,0.01908,2.74375,-5.732083333333333,2.75,0.30492122465628907,0.9523775757303974
1.5028899999999998,0.99738,0.66981,0.0186,2.8029166666666665,-7.04375,2.4058333333333333,0.3212696616923644,0.9469877530760753
0.22845000000000001,0.036680000000000004,0.28983000000000003,0.00824,2.86375,-4.917083333333333,4.158333333333333,0.3375228995941133,0.9413173175128471
0.33991,0.18203,0.25103,0.00699,2.9266666666666663,-0.92125,6.151666666666666,0.3536761221763716,0.9353679493131483
0.36565000000000003,0.33154,0.14852,0.004,2.9908333333333332,0.2683333333333333,2.49375,0.3697245428906731,0.9291414114031743
0.42418000000000006,0.34394,0.20659,0.00564,3.0574999999999997,-2.6004166666666664,1.8770833333333332,0.38566340624360707,0.9226395488404876
0.45934,0.3586,0.22647,0.00629,3.125,-4.6937500000000005,2.671666666666667,0.401487989205973,0.9158642882672872
0.46007,0.35455000000000003,0.21353,0.00594,3.1945833333333336,-8.974583333333333,3.5316666666666667,0.4171936026123168,0.9088176373395029
1.34261,0.82809,0.63832,0.018779999999999998,3.265416666666667,-13.867916666666666,3.4275,0.4327755925504312,0.901501684131884
0.44164000000000003,0.35458999999999996,0.16619,0.00461,3.3370833333333336,-15.815416666666666,5.788333333333333,0.4482293417404106,0.893918596519257
0.42693,0.3475,0.17212,0.0048000000000000004,3.5666666666666664,-10.559583333333334,6.498333333333334,0.4635502709028509,0.886070621534138
0.69918,0.44824,0.36843000000000004,0.01052,3.6508333333333334,-12.764166666666666,4.21,0.47873384011578846,0.8779600847008882
0.48659,0.37257999999999997,0.22129000000000001,0.00631,3.7366666666666664,-13.511249999999999,3.109166666666667,0.4937755501599772,0.869589389346611
0.97685,0.72083,0.38644,0.01203,3.824583333333333,-12.487083333333333,3.8991666666666664,0.5086709438521044,0.8609610158889943
0.21905,0.02202,0.29468,0.00837,3.9145833333333333,-7.524583333333333,5.501666666666666,0.5234156073655503,0.8520775211013093
0.41569,0.06281,0.47322,0.01352,4.005416666666666,-10.05875,3.9483333333333337,0.5380051715382996,0.8429415373547828
2.3847899999999997,1.60286,0.9163,0.0286,4.097083333333333,-16.74416666666667,2.73375,0.5524353131676196,0.8335557718385699
3.05945,2.35579,0.88779,0.03365,4.191666666666666,-18.631249999999998,1.8133333333333332,0.5667017562911176,0.8239230057575542
3.57874,2.82328,0.97274,0.03762,4.287083333333333,-20.0825,1.075,0.5808002734538009,0.8140460935082178
3.29174,2.59948,0.83999,0.03528,4.384166666666666,-19.625416666666666,2.6816666666666666,0.5947266869607634,0.8039279618328213
0.23309,0.01208,0.32597,0.00927,4.470416666666667,-11.694583333333334,2.611666666666667,0.6084768701151261,0.7935716089521474
0.43878,0.17053,0.38914000000000004,0.01135,4.582083333333333,-7.792083333333333,2.1416666666666666,0.6220467484408675,0.7829801036770629
2.4036899999999997,1.72203,0.92255,0.032760000000000004,4.695416666666667,-8.374583333333334,2.28125,0.6354323008901774,0.7721565844991642
3.09211,2.61887,0.8617,0.03795,4.809166666666667,-9.492083333333333,1.6708333333333334,0.6486295610349814,0.7611042586607747
4.44086,3.80117,0.92402,0.04693,4.925,-10.745,4.752916666666667,0.6616346182422783,0.7498264012045686
0.8243,0.30698,0.6429,0.01907,5.042083333333333,-9.227500000000001,3.830416666666667,0.6744436188329455,0.7383263540031065
3.17174,2.28465,1.09262,0.04133,5.16,-11.21625,5.164583333333334,0.6870527672236669,0.7266075247685656
0.21635000000000001,0.0,0.32453,0.0092,5.279583333333333,-7.304583333333333,7.286666666666666,0.6994583270516471,0.7146733860429609
0.85411,0.3729,0.63853,0.01939,5.399583333333333,-3.21125,3.4958333333333336,0.7116566222817746,0.702527474169157
0.25129999999999997,0.0,0.37032000000000004,0.01048,5.520833333333333,-1.0770833333333334,2.5233333333333334,0.7236440382959124,0.6901733882429719
0.5626800000000001,0.16672,0.53901,0.01587,5.642916666666667,-3.078333333333333,3.2704166666666663,0.7354170229639855,0.6776147890466889
