pv_output,direct_irradiance,diffuse_irradiance,reflected_irradiance,sun_height,temp,wind_speed,lat,lon,year_sin,year_cos
0.5733199999999999,0.46151,0.28072,0.00944,2.96625,5.20125,2.654583333333333,52.520008,13.404954,0.017213356155834685,0.9998518392091162
2.10259,1.76507,0.63027,0.02144,2.992083333333333,4.720416666666667,6.24375,52.520008,13.404954,0.03442161162274574,0.9994074007397048
1.19225,0.9135,0.48219,0.01579,3.0204166666666663,3.983333333333333,6.15,52.520008,13.404954,0.051619667223253764,0.998666816288476
0.05762,0.01622,0.11819,0.0035399999999999,3.052083333333333,6.565,6.2375,52.520008,13.404954,0.06880242680231986,0.9976303053065857
0.7402299999999999,0.48539,0.4292,0.01341,3.0841666666666665,5.462916666666668,4.259166666666666,52.520008,13.404954,0.08596479873744647,0.9962981749346078
1.63737,1.38216,0.51855,0.01874,3.120416666666667,4.87875,4.592083333333334,52.520008,13.404954,0.10310169744743485,0.9946708199115211
0.28045,0.10965,0.30956,0.00929,3.157916666666667,7.905416666666666,5.609583333333333,52.520008,13.404954,0.1202080448993527,0.9927487224577402
2.16914,1.89273,0.62493,0.02324,3.065,8.696666666666667,6.77,52.520008,13.404954,0.13727877211326478,0.9905324521322229
1.92949,1.60571,0.61411,0.02187,3.11375,5.967083333333334,5.718333333333334,52.520008,13.404954,0.15430882066428117,0.9880226656636976
2.19358,1.95846,0.61466,0.02373,3.165833333333333,8.572916666666666,4.71875,52.520008,13.404954,0.1712931441814776,0.9852201067560606
0.05458,0.0,0.13608,0.00398,3.2204166666666665,7.7875,3.52875,52.520008,13.404954,0.1882267098432442,0.9821256058680006
0.0854,0.02718,0.14617,0.00428,3.278333333333333,7.43,3.79375,52.520008,13.404954,0.2051044998686192,0.9787400799669153
1.86845,1.51524,0.63042,0.0225,3.3366666666666664,3.950833333333333,4.22375,52.520008,13.404954,0.22192151300416552,0.9750645322571948
0.91361,0.61802,0.48144,0.01544,3.397083333333333,3.1300000000000003,4.01125,52.520008,13.404954,0.2386727660059501,0.9711000518829505
0.2671699999999999,0.07117,0.32623,0.00978,3.4620833333333336,2.7220833333333334,1.4604166666666665,52.520008,13.404954,0.255353295116187,0.9668478136052775
2.88496,2.52571,0.74007,0.0296799999999999,3.5283333333333338,0.1895833333333333,2.45125,52.520008,13.404954,0.2719581575341055,0.9623090774541486
1.87123,1.52898,0.60944,0.02256,3.595833333333333,0.8112499999999999,2.8808333333333334,52.520008,13.404954,0.288482432880609,0.9574851883550393
0.4409,0.14377,0.45481,0.01355,3.6675,4.482083333333333,4.012083333333334,52.520008,13.404954,0.30492122465628907,0.9523775757303974
1.59541,1.21719,0.61707,0.02141,3.74,2.2695833333333333,3.9616666666666656,52.520008,13.404954,0.3212696616923644,0.9469877530760753
0.85384,0.51397,0.52056,0.01675,3.815416666666666,4.129166666666666,6.5058333333333325,52.520008,13.404954,0.3375228995941133,0.9413173175128471
2.27205,1.84464,0.7172700000000001,0.02719,3.891666666666667,2.924166666666667,6.670000000000001,52.520008,13.404954,0.3536761221763716,0.9353679493131483
1.84446,1.46828,0.63096,0.02413,3.972083333333333,1.3008333333333333,4.229583333333333,52.520008,13.404954,0.3697245428906731,0.9291414114031743
2.46865,1.9711,0.79551,0.0302,4.05375,-0.0508333333333333,3.8825,52.520008,13.404954,0.38566340624360707,0.9226395488404876
1.67174,1.1402,0.7646000000000001,0.02547,4.136666666666667,-0.9445833333333334,3.575416666666667,52.520008,13.404954,0.401487989205973,0.9158642882672872
1.93614,1.3598,0.83135,0.02828,4.222083333333333,-2.4975,3.0741666666666667,52.520008,13.404954,0.4171936026123168,0.9088176373395029
1.73616,1.01573,0.93206,0.0284999999999999,4.31,-4.646666666666667,3.3216666666666668,52.520008,13.404954,0.4327755925504312,0.901501684131884
1.1563,0.6782,0.67813,0.02189,4.399583333333333,-3.51625,2.1975,52.520008,13.404954,0.4482293417404106,0.893918596519257
1.51977,0.90598,0.83771,0.02691,4.49125,-3.904166666666667,1.36,52.520008,13.404954,0.4635502709028509,0.886070621534138
1.18132,0.63552,0.7429300000000001,0.02369,4.585,-4.407916666666667,1.2991666666666666,52.520008,13.404954,0.47873384011578846,0.8779600847008882
0.99829,0.65008,0.52264,0.01729,4.522916666666666,-1.5337500000000002,2.9879166666666666,52.520008,13.404954,0.4937755501599772,0.869589389346611
0.05763,0.00014,0.14267,0.0042,4.776666666666666,2.875833333333333,4.989583333333333,52.520008,13.404954,0.5086709438521044,0.8609610158889943
3.46948,3.0410500000000003,0.87327,0.04098,4.73625,1.14875,4.016666666666667,52.520008,13.404954,0.5234156073655503,0.8520775211013093
1.19339,0.5786600000000001,0.83606,0.0263,4.845,1.03375,2.8275,52.520008,13.404954,0.5380051715382996,0.8429415373547828
1.1036,0.62822,0.69278,0.02307,4.95625,1.7491666666666663,2.135,52.520008,13.404954,0.5524353131676196,0.8335557718385699
0.47676,0.2616,0.3891799999999999,0.0127599999999999,5.069166666666667,0.92625,2.0066666666666664,52.520008,13.404954,0.5667017562911176,0.8239230057575542
3.8897,3.51657,0.89175,0.04679,5.184583333333333,-0.7070833333333333,2.953333333333333,52.520008,13.404954,0.5808002734538009,0.8140460935082178
4.1131,3.68721,0.92257,0.04883,5.3012500000000005,-2.8512500000000003,3.109166666666667,52.520008,13.404954,0.5947266869607634,0.8039279618328213
4.36964,3.95381,0.95262,0.0520599999999999,5.418749999999999,-2.668333333333333,3.329166666666667,52.520008,13.404954,0.6084768701151261,0.7935716089521474
4.19731,3.79145,0.93411,0.05121,5.539166666666667,-2.4525,2.81375,52.520008,13.404954,0.6220467484408675,0.7829801036770629
3.34895,2.87293,0.94045,0.04537,5.66125,-0.0249999999999999,2.445,52.520008,13.404954,0.6354323008901774,0.7721565844991642
0.48369,0.0271,0.63203,0.01863,5.784166666666667,3.97875,4.683333333333334,52.520008,13.404954,0.6486295610349814,0.7611042586607747
2.92334,2.31337,1.04757,0.04416,5.760000000000001,3.41625,2.870416666666667,52.520008,13.404954,0.6616346182422783,0.7498264012045686
0.05658,0.0,0.14258,0.00417,5.8975,3.983333333333333,5.0320833333333335,52.520008,13.404954,0.6744436188329455,0.7383263540031065
0.92508,0.35107,0.77927,0.02471,6.0375000000000005,1.92875,6.295416666666667,52.520008,13.404954,0.6870527672236669,0.7266075247685656
1.42673,0.70371,0.96057,0.03191,6.178333333333334,0.0037499999999999,4.948333333333333,52.520008,13.404954,0.6994583270516471,0.7146733860429609
1.42543,0.73193,0.94811,0.03157,6.32,-0.2045833333333333,4.014583333333333,52.520008,13.404954,0.7116566222817746,0.702527474169157
1.01428,0.2487,0.97649,0.02965,6.462083333333333,-0.5016666666666667,4.7091666666666665,52.520008,13.404954,0.7236440382959124,0.6901733882429719
0.99047,0.33621,0.86728,0.02726,6.607916666666667,-1.0904166666666668,2.9729166666666664,52.520008,13.404954,0.7354170229639855,0.6776147890466889
2.72454,1.80126,1.26003,0.04701,6.754166666666666,-2.489583333333333,2.464583333333333,52.520008,13.404954,0.7469720876965552,0.6648553979642865
0.86182,0.22137,0.84608,0.02626,6.90125,-0.7233333333333333,2.2179166666666665,52.520008,13.404954,0.7583058084785625,0.6518989958787126
1.95247,1.00878,1.25238,0.04249,7.05,-0.7837500000000001,1.544166666666667,52.520008,13.404954,0.7694148268839378,0.6387494220515272
1.94453,1.01818,1.21254,0.041,7.199166666666667,-0.42375,3.52875,52.520008,13.404954,0.7802958510707755,0.6254105729852463
1.43965,0.62066,1.03963,0.03411,7.349583333333334,-2.0025,4.21,52.520008,13.404954,0.7909456567567772,0.6118864012687243
