pv_output,direct_irradiance,diffuse_irradiance,reflected_irradiance,sun_height,temp,wind_speed,lat,lon,year_sin,year_cos
0.21544,0.00107,0.36102,0.0073799999999999,6.570833333333333,9.554166666666667,1.50375,37.98381,23.727539,0.017213356155834685,0.9998518392091162
1.57974,1.10687,0.82907,0.02415,6.604583333333333,10.160833333333333,2.0058333333333334,37.98381,23.727539,0.03442161162274574,0.9994074007397048
0.62822,0.41173,0.4215899999999999,0.01152,6.640416666666667,12.431666666666668,2.5058333333333334,37.98381,23.727539,0.051619667223253764,0.998666816288476
0.13845,0.00011,0.26159,0.00534,6.844166666666666,10.788333333333334,2.094583333333333,37.98381,23.727539,0.06880242680231986,0.9976303053065857
0.03108,0.00033,0.1018,0.00208,6.88625,6.141249999999999,1.6183333333333334,37.98381,23.727539,0.08596479873744647,0.9962981749346078
0.37557,0.03877,0.5045499999999999,0.0105399999999999,6.930416666666667,7.095,2.2875,37.98381,23.727539,0.10310169744743485,0.9946708199115211
1.01673,0.19958,1.05112,0.02243,6.81125,1.3550000000000002,1.6829166666666666,37.98381,23.727539,0.1202080448993527,0.9927487224577402
1.09152,0.31007,1.02083,0.02259,6.860416666666667,4.166666666666667,2.14625,37.98381,23.727539,0.13727877211326478,0.9905324521322229
4.07804,3.90049,0.96488,0.04747,6.913333333333333,4.15375,1.0345833333333332,37.98381,23.727539,0.15430882066428117,0.9880226656636976
1.7986,0.84084,1.30725,0.03068,6.969166666666666,5.379166666666666,1.93625,37.98381,23.727539,0.1712931441814776,0.9852201067560606
0.2839,0.03652,0.40856,0.00864,7.026666666666667,6.964166666666666,2.27375,37.98381,23.727539,0.1882267098432442,0.9821256058680006
1.46442,0.93584,0.90376,0.02455,7.087083333333333,14.518333333333333,3.11875,37.98381,23.727539,0.2051044998686192,0.9787400799669153
2.24239,1.49296,1.27065,0.03474,7.150416666666668,16.458333333333332,3.901666666666667,37.98381,23.727539,0.22192151300416552,0.9750645322571948
4.47294,4.15488,1.00188,0.05149,7.216666666666666,4.323333333333333,3.10625,37.98381,23.727539,0.2386727660059501,0.9711000518829505
5.06009,5.077100000000001,0.89379,0.05634,7.285416666666666,-1.2558333333333334,1.1570833333333332,37.98381,23.727539,0.255353295116187,0.9668478136052775
1.23367,0.40635,1.05468,0.02361,7.35625,-2.8216666666666668,2.1525,37.98381,23.727539,0.2719581575341055,0.9623090774541486
4.12937,3.05186,1.43421,0.04812,7.43,-9.26375,2.872916666666667,37.98381,23.727539,0.288482432880609,0.9574851883550393
5.67199,5.5069,0.93418,0.06121,7.50625,-9.68375,1.71875,37.98381,23.727539,0.30492122465628907,0.9523775757303974
0.59433,0.14001,0.63587,0.0140299999999999,7.584583333333334,-3.888333333333333,2.81125,37.98381,23.727539,0.3212696616923644,0.9469877530760753
1.19159,0.25183,1.1789,0.02534,7.665416666666666,-1.1879166666666665,1.6666666666666667,37.98381,23.727539,0.3375228995941133,0.9413173175128471
5.72541,5.39112,0.99838,0.06225,7.749166666666666,-6.100416666666667,2.2895833333333333,37.98381,23.727539,0.3536761221763716,0.9353679493131483
0.5863700000000001,0.11886,0.65313,0.01411,7.835416666666666,-4.064166666666666,2.9591666666666665,37.98381,23.727539,0.3697245428906731,0.9291414114031743
5.46419,4.69526,1.24932,0.06112,7.922916666666667,-11.319583333333334,3.6183333333333336,37.98381,23.727539,0.38566340624360707,0.9226395488404876
1.50481,0.5219199999999999,1.19652,0.02719,8.014166666666666,-11.24375,1.9975,37.98381,23.727539,0.401487989205973,0.9158642882672872
4.87929,4.66724,1.00503,0.0582499999999999,8.10625,-1.8908333333333331,1.5408333333333335,37.98381,23.727539,0.4171936026123168,0.9088176373395029
1.27377,0.44217,1.10056,0.02529,8.201666666666666,2.1620833333333334,2.6579166666666665,37.98381,23.727539,0.4327755925504312,0.901501684131884
5.78895,5.5865,0.95258,0.0661,8.29875,-5.0025,2.950416666666667,37.98381,23.727539,0.4482293417404106,0.893918596519257
4.97352,4.32639,1.35837,0.06072,8.397916666666665,-5.972083333333334,1.8929166666666664,37.98381,23.727539,0.4635502709028509,0.886070621534138
0.63432,0.03671,0.79667,0.01656,8.499166666666666,-1.3608333333333336,1.8183333333333331,37.98381,23.727539,0.47873384011578846,0.8779600847008882
2.33526,1.35682,1.35695,0.0377,8.602083333333333,0.3833333333333333,1.3454166666666667,37.98381,23.727539,0.4937755501599772,0.869589389346611
5.2168600000000005,5.13411,1.08744,0.06572,8.707916666666666,-0.895,1.3554166666666667,37.98381,23.727539,0.5086709438521044,0.8609610158889943
4.85961,4.57705,1.15602,0.0620799999999999,8.815416666666666,-0.4566666666666666,1.3579166666666669,37.98381,23.727539,0.5234156073655503,0.8520775211013093
3.69593,2.87819,1.46472,0.05168,8.924583333333333,-0.7054166666666667,1.5179166666666666,37.98381,23.727539,0.5380051715382996,0.8429415373547828
1.17349,0.33187,1.10584,0.02509,9.035,1.5279166666666668,1.4400000000000002,37.98381,23.727539,0.5524353131676196,0.8335557718385699
5.37468,5.50496,0.94761,0.06904,9.148333333333332,0.6695833333333333,1.1720833333333334,37.98381,23.727539,0.5667017562911176,0.8239230057575542
5.27969,5.5121400000000005,0.94612,0.06958,9.262916666666667,2.1283333333333334,0.8245833333333333,37.98381,23.727539,0.5808002734538009,0.8140460935082178
3.63151,2.50172,1.82218,0.05511,9.379583333333333,4.230416666666667,1.7645833333333334,37.98381,23.727539,0.5947266869607634,0.8039279618328213
3.8217,3.39014,1.24777,0.05616,9.497083333333334,6.329166666666667,1.9570833333333333,37.98381,23.727539,0.6084768701151261,0.7935716089521474
0.50341,0.09533,0.62098,0.01356,9.617083333333332,7.910833333333334,1.6408333333333334,37.98381,23.727539,0.6220467484408675,0.7829801036770629
0.55834,0.16686,0.59935,0.01386,9.738333333333332,6.07,1.137916666666667,37.98381,23.727539,0.6354323008901774,0.7721565844991642
1.69848,0.5614,1.40964,0.03333,9.861666666666666,-0.2283333333333333,3.1020833333333333,37.98381,23.727539,0.6486295610349814,0.7611042586607747
3.6669,2.349,1.77113,0.05465,9.985833333333334,-2.7550000000000003,2.73,37.98381,23.727539,0.6616346182422783,0.7498264012045686
5.53742,5.52001,0.99606,0.0736899999999999,10.11125,1.7304166666666667,2.494166666666666,37.98381,23.727539,0.6744436188329455,0.7383263540031065
1.13641,0.14285,1.27576,0.0271,10.239166666666666,2.5329166666666665,1.7166666666666666,37.98381,23.727539,0.6870527672236669,0.7266075247685656
0.38291,0.05597,0.52079,0.01111,10.367083333333332,7.242083333333333,3.6966666666666663,37.98381,23.727539,0.6994583270516471,0.7146733860429609
4.99176,4.73284,1.34796,0.07188,10.4975,8.277083333333334,2.455416666666667,37.98381,23.727539,0.7116566222817746,0.702527474169157
2.27249,1.24774,1.41863,0.0398,10.404166666666669,7.32125,2.9112500000000003,37.98381,23.727539,0.7236440382959124,0.6901733882429719
4.03652,2.81074,1.7518399999999998,0.05952,10.545833333333333,0.61375,3.2079166666666663,37.98381,23.727539,0.7354170229639855,0.6776147890466889
5.17541,4.29289,1.57029,0.0733,10.687916666666666,-3.2895833333333333,3.284166666666667,37.98381,23.727539,0.7469720876965552,0.6648553979642865
5.93716,5.76163,1.22189,0.08311,10.831666666666663,-2.870416666666667,1.16375,37.98381,23.727539,0.7583058084785625,0.6518989958787126
0.83876,0.30637,0.7591,0.01851,10.975833333333334,0.4320833333333334,1.8904166666666664,37.98381,23.727539,0.7694148268839378,0.6387494220515272
0.37554,0.01091,0.56515,0.01162,11.121666666666668,7.762083333333333,2.7295833333333337,37.98381,23.727539,0.7802958510707755,0.6254105729852463
3.13814,1.89817,1.81879,0.0551,11.267916666666666,3.4441666666666664,1.2845833333333332,37.98381,23.727539,0.7909456567567772,0.6118864012687243
2.77505,1.30246,1.94364,0.05139,11.415,1.96625,1.68375,37.98381,23.727539,0.8013610881746766,0.5981809144059164
0.5632,0.0602599999999999,0.7136399999999999,0.01516,11.564166666666663,-0.3516666666666666,2.2154166666666666,37.98381,23.727539,0.8115390590073611,0.5842981736283683
5.45599,4.76966,1.68576,0.08272,11.7125,-1.3704166666666666,1.3958333333333333,37.98381,23.727539,0.8214765533024142,0.5702422926917871
2.41696,1.37478,1.48705,0.04421,11.8625,-0.1145833333333333,1.3420833333333333,37.98381,23.727539,0.8311706263658079,0.5560174366570446
4.99754,3.86126,2.01299,0.07846,12.012916666666667,0.4145833333333333,2.21375,37.98381,23.727539,0.8406184056344782,0.5416278206559814
0.46545,0.00113,0.66646,0.0136,12.164166666666668,1.85375,2.08875,37.98381,23.727539,0.8498170915275278,0.5270777086423722
2.63112,0.84651,2.11828,0.05084,12.315416666666666,-1.0008333333333332,4.5687500000000005,37.98381,23.727539,0.8587639582758029,0.5123714121284237
3.63101,1.67329,2.3635200000000003,0.06312,12.467916666666666,-4.484583333333333,4.157916666666667,37.98381,23.727539,0.8674563547295968,0.49751328890718066
5.87517,5.11283,1.6292,0.08981,12.620416666666666,-5.2716666666666665,2.2716666666666665,37.98381,23.727539,0.8758917051442429,0.48250774176121847
3.1228,1.77129,1.8601,0.05458,12.774583333333334,-1.7845833333333332,0.985,37.98381,23.727539,0.8840675099433636,0.46735921715800227
3.60177,2.41373,1.80698,0.06307,12.927916666666668,1.5579166666666666,1.867916666666667,37.98381,23.727539,0.8919813464595485,0.45207220393230435
6.19606,6.17749,1.13108,0.096,12.849166666666669,2.0125,2.54625,37.98381,23.727539,0.8996308696522433,0.43665123195606403
3.68594,2.91277,1.49009,0.06232,13.015416666666669,8.564583333333333,3.495416666666667,37.98381,23.727539,0.9070138128026359,0.4211008707960896
5.45378,4.03138,2.0956,0.08768,13.182083333333331,0.7712500000000001,4.031666666666667,37.98381,23.727539,0.9141279881853337,0.40542572835999735
6.34479,5.81486,1.48689,0.09879,13.349583333333332,-3.1625,2.921666666666667,37.98381,23.727539,0.9209712877166346,0.38963044953078796
5.28345,4.0911100000000005,2.02557,0.08716,13.516666666666667,-2.544583333333333,1.9370833333333333,37.98381,23.727539,0.9275416835791966,0.37371971479046906
2.70874,1.20181,1.93185,0.05225,13.6825,0.9279166666666666,2.8625000000000003,37.98381,23.727539,0.9338372288229252,0.35769823883312546
3.45222,1.74495,2.17902,0.06364,13.85125,0.415,3.1604166666666664,37.98381,23.727539,0.9398560579418954,0.3415707691678556
4.656149999999999,3.57025,1.92082,0.08017,14.01875,0.3716666666666666,1.4308333333333334,37.98381,23.727539,0.9455963874271426,0.3253420847119801
6.33595,6.30348,1.30973,0.10593,14.185833333333331,0.26875,1.586666666666667,37.98381,23.727539,0.9510565162951535,0.30901699437494745
5.34048,4.50605,1.91833,0.0931,14.354166666666666,1.41125,1.1720833333333334,37.98381,23.727539,0.9562348265919056,0.29260033563334836
4.46527,3.1684,2.1875,0.08245,14.52125,2.0708333333333333,1.6979166666666667,37.98381,23.727539,0.9611297838723007,0.27609697309746883
4.775,3.66967,2.17461,0.08934,14.689166666666669,3.955833333333333,1.1404166666666666,37.98381,23.727539,0.9657399376548549,0.2595117970697999
5.69048,5.58394,1.43031,0.1012899999999999,14.85625,6.28625,1.4795833333333333,37.98381,23.727539,0.970063921851507,0.2428497220959356
3.29289,1.59171,2.36607,0.06599,15.023333333333332,7.195,2.1841666666666666,37.98381,23.727539,0.9741004551724205,0.22611568550828828
1.51646,0.33222,1.52898,0.03548,15.189583333333331,5.6275,2.4683333333333333,37.98381,23.727539,0.9778483415056568,0.20931464596304847
4.71092,3.26907,2.36216,0.08977,15.355833333333337,3.820833333333333,1.36,37.98381,23.727539,0.9813064702716093,0.19245158197082998
4.6666,3.23553,2.38095,0.0877899999999999,15.522083333333333,4.35625,1.9895833333333333,37.98381,23.727539,0.9844738167520922,0.1755314904214282
1.70517,0.75112,1.35537,0.0378099999999999,15.688333333333333,8.089166666666666,2.10375,37.98381,23.727539,0.9873494423939864,0.15855938510313478
3.80588,2.0739,2.47654,0.07657,15.852916666666664,4.335416666666666,1.981666666666667,37.98381,23.727539,0.989932495087353,0.141540295217043
3.74693,2.35754,2.14994,0.07433,16.017083333333336,5.309166666666667,1.362083333333333,37.98381,23.727539,0.9922222094179323,0.12447926388678915
3.69408,2.4685200000000003,2.01137,0.07279,16.181250000000002,7.311666666666666,1.7166666666666666,37.98381,23.727539,0.994217906893952,0.10738134666416309
2.06503,0.95602,1.58012,0.04398,16.34625,8.178749999999999,1.9779166666666663,37.98381,23.727539,0.995918996147179,0.09025161003104117
0.74657,0.14173,0.84367,0.01907,16.50875,9.401666666666666,2.612083333333333,37.98381,23.727539,0.9973249731081555,0.07309512989807777
5.10677,4.82722,1.64235,0.10289,16.670416666666664,9.092083333333331,2.00375,37.98381,23.727539,0.9984354211555643,0.055916990100603484
5.6064300000000005,5.40269,1.70744,0.11223,16.83125,12.40625,1.93,37.98381,23.727539,0.9992500112396835,0.03872228089217446
3.82823,2.71433,2.01919,0.08015,16.992916666666666,15.827916666666669,3.27625,37.98381,23.727539,0.9997685019798909,0.021516097436222254
2.6428100000000003,1.06397,2.14316,0.05738,17.151666666666667,10.938333333333333,2.365,37.98381,23.727539,0.9999907397361901,0.004303538296244289
0.9998,0.12767,1.1503,0.02529,17.311666666666667,6.724583333333334,2.7104166666666667,37.98381,23.727539,0.9999166586547379,-0.01291029607500882
6.77374,6.67344,1.35121,0.12728,17.469166666666666,5.617916666666666,5.051666666666667,37.98381,23.727539,0.9995462806873573,-0.030120304846908114
6.18952,6.60827,1.16716,0.12396,17.62625,10.1625,2.183333333333333,37.98381,23.727539,0.9988797155850336,-0.04732138832243185
5.80321,6.376939999999999,1.15911,0.12102,17.78291666666667,13.975,1.7908333333333333,37.98381,23.727539,0.9979171608653922,-0.06450844944931623
5.31523,5.10048,1.73459,0.11258,17.937916666666666,17.244583333333335,2.0975,37.98381,23.727539,0.9966589017541702,-0.08167639533042241
1.93965,0.78081,1.71111,0.04673,18.09125,16.702083333333334,1.635,37.98381,23.727539,0.9951053111006976,-0.09882013873287143
5.53412,5.46315,1.40819,0.11406,18.24458333333333,13.9175,2.9170833333333337,37.98381,23.727539,0.9932568492674143,-0.11593459959550041
5.42012,5.39016,1.57666,0.11602,18.395416666666662,13.70375,1.829583333333333,37.98381,23.727539,0.9911140639934547,-0.1330147065341959
5.80519,6.45656,1.22081,0.12708,18.546666666666667,15.778333333333334,1.3266666666666669,37.98381,23.727539,0.9886775902323405,-0.1500553983446526
5.79172,6.05013,1.43308,0.1246699999999999,18.695833333333333,16.312083333333334,1.96,37.98381,23.727539,0.9859481499638304,-0.16705162550211924
1.55998,0.48383,1.50733,0.03802,18.843333333333334,13.320833333333333,2.12625,37.98381,23.727539,0.9829265519799822,-0.18399835165768005
3.77019,2.50655,2.08291,0.08165,18.99083333333333,12.631666666666668,2.54875,37.98381,23.727539,0.9796136916454901,-0.20089055513063506
6.20402,6.61495,1.18853,0.13211,18.92083333333333,11.669583333333334,2.3816666666666664,37.98381,23.727539,0.9760105506323683,-0.21772323039653177
6.22406,6.63325,1.20751,0.13346,19.076666666666664,12.360416666666666,2.4458333333333333,37.98381,23.727539,0.9721181966290613,-0.23449138957040985
6.24283,6.8668,1.19218,0.13786,19.23125,12.117083333333332,1.5095833333333333,37.98381,23.727539,0.9679377830240642,-0.25119006388481935
5.60381,5.25272,1.99752,0.12586,19.174166666666668,13.700416666666667,1.1425,37.98381,23.727539,0.9634705485641488,-0.2678143051621742
4.32055,3.72735,1.84146,0.09883,19.33333333333333,16.635833333333334,1.2354166666666666,37.98381,23.727539,0.9587178169872964,-0.2843591872810034
5.28753,5.3633500000000005,1.503,0.11938,19.49125,18.271666666666665,1.5804166666666666,37.98381,23.727539,0.9536809966304457,-0.30081980763566735
5.38979,5.42075,1.42925,0.12013,19.64625,18.703333333333333,2.620833333333333,37.98381,23.727539,0.9483615800121715,-0.3171912885891061
1.89975,0.33679,2.05337,0.0482099999999999,19.79958333333333,14.047083333333331,1.862083333333333,37.98381,23.727539,0.9427611433904207,-0.3334687789181868
1.79808,0.38429,1.913,0.04568,19.95208333333333,12.377083333333331,1.617916666666667,37.98381,23.727539,0.9368813462954315,-0.3496474552512284
0.95543,0.05221,1.20274,0.02553,20.102083333333333,9.306666666666668,3.2825,37.98381,23.727539,0.9307239310379795,-0.36572252349726897
2.18875,0.28787,2.27876,0.05095,20.250833333333333,1.9129166666666668,4.262083333333334,37.98381,23.727539,0.9242907221930934,-0.3816892202666588
5.65127,4.60647,2.16884,0.1217,20.39708333333333,6.633333333333333,3.422916666666667,37.98381,23.727539,0.9175836260593937,-0.39754281428255595
3.99124,3.15371,1.72966,0.08627,20.54125,11.14875,2.782083333333333,37.98381,23.727539,0.9106046300942163,-0.4132786077829042
5.11164,3.98408,2.16603,0.1127,20.684166666666663,9.445416666666668,3.036666666666666,37.98381,23.727539,0.9033558023246845,-0.4288919379124835
4.61672,3.34132,2.2477,0.10228,20.824166666666667,9.630416666666669,2.563333333333333,37.98381,23.727539,0.895839290734909,-0.4443781781046132
1.28731,0.13018,1.54573,0.03365,20.96333333333333,10.5725,0.9966666666666668,37.98381,23.727539,0.8880573226294932,-0.45973273945210397
1.8307,0.45063,1.84378,0.04573,21.098333333333333,11.592083333333331,1.79375,37.98381,23.727539,0.8800122039735357,-0.47495107206704995
5.47852,4.37469,2.21345,0.12265,21.234166666666667,9.37375,2.485,37.98381,23.727539,0.8717063187093218,-0.49002866642905923
5.31648,4.36884,2.03933,0.11804,21.36583333333333,8.31,2.272083333333333,37.98381,23.727539,0.8631421280499114,-0.5049610547215204
4.14963,2.2329,2.71252,0.09548,21.495833333333334,6.62,2.270833333333333,37.98381,23.727539,0.854322169749827,-0.5197438121555155
4.94057,3.71667,2.35216,0.11418,21.62291666666667,7.585,1.4316666666666666,37.98381,23.727539,0.8452490573530633,-0.5343725582809787
5.01705,3.99399,2.27615,0.11628,21.749166666666667,10.082083333333332,1.6116666666666666,37.98381,23.727539,0.835925479418637,-0.548842958284719
5.08483,4.57151,1.87767,0.122,21.87291666666667,13.80125,1.285,37.98381,23.727539,0.8263541987239096,-0.5631507242749186
4.56221,3.99504,1.69569,0.1082299999999999,21.993333333333336,14.21,1.92875,37.98381,23.727539,0.8165380514459161,-0.5772916165517272
5.95159,6.5148,1.26051,0.14747,22.11208333333333,14.81375,1.35625,37.98381,23.727539,0.8064799463209448,-0.5912614448635781
5.82604,6.46042,1.23413,0.14649,22.229166666666668,16.39125,0.9516666666666668,37.98381,23.727539,0.7961828637826158,-0.6050560696488488
4.94694,4.4752,1.87553,0.12071,22.342916666666667,18.265,2.0558333333333336,37.98381,23.727539,0.7856498550787145,-0.6186714032625031
5.29575,5.43032,1.53088,0.13252,22.455416666666665,20.219166666666663,1.6975,37.98381,23.727539,0.7748840413670407,-0.6321034111873487
3.6872,2.10558,2.4796,0.08913,22.564166666666665,17.35291666666667,2.191666666666667,37.98381,23.727539,0.7638886127905428,-0.6453481132295501
5.378620000000001,5.45624,1.52604,0.13366,22.670416666666668,18.435,1.8954166666666667,37.98381,23.727539,0.7526668275320084,-0.6584015846980488
4.22762,2.86178,2.45882,0.10096,22.77541666666667,19.78875,2.89625,37.98381,23.727539,0.741222010848596,-0.6712599575675313
4.85859,3.90963,2.09428,0.11747,22.87708333333333,14.545416666666666,2.114583333333333,37.98381,23.727539,0.7295575540864875,-0.6839194216246106
5.28256,4.13238,2.44654,0.12572,22.976666666666663,11.51125,1.6987499999999998,37.98381,23.727539,0.717676913675962,-0.6963762255968722
5.9105,6.13544,1.40334,0.14743,23.07333333333333,12.683333333333332,1.2729166666666667,37.98381,23.727539,0.705583610107178,-0.7086266782644596
5.88674,6.08985,1.38884,0.14613,23.168333333333333,14.609583333333331,1.9654166666666668,37.98381,23.727539,0.6932812268869777,-0.7206671495538609
3.81347,2.5285,2.35318,0.09361,23.26083333333333,16.419166666666666,1.7045833333333331,37.98381,23.727539,0.6807734094770161,-0.7324940716135789
1.60992,0.32871,1.77478,0.04403,23.350416666666664,16.184583333333332,2.13875,37.98381,23.727539,0.6680638642135335,-0.7441039398713607
5.79793,5.9578,1.47755,0.14683,23.43625,14.465000000000002,1.70375,37.98381,23.727539,0.6551563572090853,-0.7554933140726803
4.96487,4.44037,1.91446,0.12468,23.52083333333333,15.753333333333332,1.4458333333333335,37.98381,23.727539,0.6420547132365637,-0.766658819300159
4.55384,3.78751,1.87769,0.11179,23.60125,16.371666666666666,2.4516666666666667,37.98381,23.727539,0.6287628145958344,-0.777597146973627
3.71672,2.33424,2.18422,0.08842,23.68208333333333,13.275416666666668,2.9404166666666662,37.98381,23.727539,0.6152845999633276,-0.7883050558305255
4.05324,2.20247,2.77466,0.09809,23.75708333333333,12.79375,2.305,37.98381,23.727539,0.6016240632249226,-0.7987793728863649
5.76347,6.03497,1.41545,0.1493799999999999,23.83083333333333,15.989166666666668,1.7904166666666663,37.98381,23.727539,0.5877852522924732,-0.8090169943749473
5.0744,4.71962,1.73309,0.12902,23.901666666666667,18.33458333333333,1.9308333333333327,37.98381,23.727539,0.5737722679043246,-0.8190148866680801
4.76237,4.04151,1.97614,0.1188,23.97083333333333,16.185,1.89,37.98381,23.727539,0.5595892624101765,-0.8287700871745037
5.08502,4.54852,1.94762,0.13009,24.035,16.405416666666667,1.66375,37.98381,23.727539,0.545240438540651,-0.8382797052177743
2.17913,0.91287,1.93762,0.06172,24.097916666666663,15.954583333333334,1.0720833333333333,37.98381,23.727539,0.5307300481619334,-0.8475409228928311
5.64927,5.61682,1.66127,0.14554,24.15875,16.382916666666667,1.3129166666666665,37.98381,23.727539,0.5160623910158528,-0.8565509959010036
5.12794,3.77562,2.82721,0.13095,24.21666666666667,18.656666666666663,1.9083333333333328,37.98381,23.727539,0.5012418134457758,-0.865307254363206
1.62352,0.25716,1.88636,0.04442,24.271666666666665,17.412499999999998,2.1133333333333333,37.98381,23.727539,0.48627270710869,-0.8738071036110808
