date,pv_output,direct_irradiance,diffuse_irradiance,reflected_irradiance,sun_height,temp,wind_speed
2005-01-01,0.21544,0.00107,0.36102,0.007379999999999999,6.570833333333333,9.554166666666667,1.5037500000000001
2005-01-02,1.57974,1.10687,0.82907,0.02415,6.604583333333333,10.160833333333333,2.0058333333333334
2005-01-03,0.62822,0.41173,0.42158999999999996,0.01152,6.640416666666667,12.431666666666667,2.5058333333333334
2005-01-04,0.13845,0.00011,0.26159,0.00534,6.844166666666666,10.788333333333334,2.0945833333333335
2005-01-05,0.03108,0.00033,0.1018,0.00208,6.88625,6.141249999999999,1.6183333333333334
2005-01-06,0.37557,0.03877,0.5045499999999999,0.010539999999999999,6.930416666666667,7.095,2.2875
2005-01-07,1.01673,0.19958,1.05112,0.02243,6.81125,1.3550000000000002,1.6829166666666666
2005-01-08,1.09152,0.31007,1.0208300000000001,0.02259,6.860416666666667,4.166666666666667,2.1462499999999998
2005-01-09,4.07804,3.90049,0.96488,0.04747,6.913333333333333,4.15375,1.0345833333333332
2005-01-10,1.7986,0.84084,1.30725,0.03068,6.969166666666666,5.379166666666666,1.93625
2005-01-11,0.2839,0.03652,0.40856000000000003,0.00864,7.026666666666667,6.964166666666666,2.27375
2005-01-12,1.46442,0.93584,0.90376,0.02455,7.087083333333333,14.518333333333333,3.11875
2005-01-13,2.24239,1.49296,1.27065,0.03474,7.1504166666666675,16.458333333333332,3.901666666666667
2005-01-14,4.47294,4.1548799999999995,1.0018799999999999,0.05149,7.216666666666666,4.323333333333333,3.1062499999999997
2005-01-15,5.06009,5.077100000000001,0.89379,0.05634,7.285416666666666,-1.2558333333333334,1.1570833333333332
2005-01-16,1.23367,0.40635,1.05468,0.02361,7.35625,-2.8216666666666668,2.1525
2005-01-17,4.12937,3.05186,1.43421,0.04812,7.43,-9.26375,2.872916666666667
2005-01-18,5.67199,5.5069,0.93418,0.06121,7.5062500000000005,-9.68375,1.71875
2005-01-19,0.59433,0.14001,0.63587,0.014029999999999999,7.584583333333334,-3.888333333333333,2.81125
2005-01-20,1.19159,0.25183,1.1789,0.02534,7.665416666666666,-1.1879166666666665,1.6666666666666667
2005-01-21,5.72541,5.39112,0.9983799999999999,0.06225,7.7491666666666665,-6.100416666666667,2.2895833333333333
2005-01-22,0.5863700000000001,0.11886,0.65313,0.01411,7.835416666666666,-4.064166666666666,2.9591666666666665
2005-01-23,5.46419,4.69526,1.24932,0.06112,7.922916666666667,-11.319583333333334,3.6183333333333336
2005-01-24,1.50481,0.5219199999999999,1.19652,0.027190000000000002,8.014166666666666,-11.24375,1.9974999999999998
2005-01-25,4.87929,4.66724,1.00503,0.058249999999999996,8.10625,-1.8908333333333334,1.5408333333333335
2005-01-26,1.27377,0.44217,1.10056,0.02529,8.201666666666666,2.1620833333333334,2.6579166666666665
2005-01-27,5.78895,5.5865,0.95258,0.0661,8.29875,-5.0025,2.950416666666667
2005-01-28,4.97352,4.32639,1.35837,0.06072,8.397916666666665,-5.972083333333334,1.8929166666666666
2005-01-29,0.63432,0.03671,0.79667,0.01656,8.499166666666666,-1.3608333333333336,1.8183333333333334
2005-01-30,2.33526,1.35682,1.3569499999999999,0.0377,8.602083333333333,0.38333333333333336,1.3454166666666667
2005-01-31,5.2168600000000005,5.13411,1.08744,0.06572,8.707916666666666,-0.895,1.3554166666666667
2005-02-01,4.85961,4.57705,1.15602,0.062079999999999996,8.815416666666666,-0.4566666666666666,1.3579166666666669
2005-02-02,3.69593,2.87819,1.46472,0.05168,8.924583333333333,-0.7054166666666667,1.5179166666666666
2005-02-03,1.1734900000000001,0.33187,1.10584,0.02509,9.035,1.5279166666666668,1.4400000000000002
2005-02-04,5.37468,5.50496,0.94761,0.06904,9.148333333333333,0.6695833333333333,1.1720833333333334
2005-02-05,5.2796899999999996,5.5121400000000005,0.94612,0.06958,9.262916666666667,2.1283333333333334,0.8245833333333333
2005-02-06,3.63151,2.50172,1.8221800000000001,0.05511,9.379583333333333,4.230416666666667,1.7645833333333334
2005-02-07,3.8217,3.39014,1.24777,0.05616,9.497083333333334,6.329166666666667,1.9570833333333333
2005-02-08,0.50341,0.09533,0.62098,0.013560000000000001,9.617083333333333,7.910833333333334,1.6408333333333334
2005-02-09,0.55834,0.16686,0.59935,0.01386,9.738333333333333,6.07,1.1379166666666667
2005-02-10,1.69848,0.5614,1.40964,0.03333,9.861666666666666,-0.22833333333333336,3.1020833333333333
2005-02-11,3.6669,2.3489999999999998,1.7711299999999999,0.05465,9.985833333333334,-2.7550000000000003,2.73
2005-02-12,5.53742,5.52001,0.99606,0.07368999999999999,10.11125,1.7304166666666667,2.4941666666666666
2005-02-13,1.13641,0.14285,1.27576,0.0271,10.239166666666666,2.5329166666666665,1.7166666666666666
2005-02-14,0.38291,0.05597,0.52079,0.01111,10.367083333333333,7.242083333333333,3.6966666666666668
2005-02-15,4.99176,4.73284,1.34796,0.07188,10.4975,8.277083333333334,2.455416666666667
2005-02-16,2.27249,1.24774,1.41863,0.0398,10.404166666666667,7.32125,2.9112500000000003
2005-02-17,4.03652,2.81074,1.7518399999999998,0.05952,10.545833333333333,0.61375,3.2079166666666663
2005-02-18,5.17541,4.29289,1.57029,0.0733,10.687916666666666,-3.2895833333333333,3.284166666666667
2005-02-19,5.9371599999999995,5.76163,1.22189,0.08311,10.831666666666665,-2.870416666666667,1.16375
2005-02-20,0.83876,0.30637,0.7591,0.018510000000000002,10.975833333333334,0.4320833333333334,1.8904166666666666
2005-02-21,0.37554,0.01091,0.56515,0.01162,11.121666666666668,7.762083333333333,2.7295833333333337
2005-02-22,3.13814,1.89817,1.81879,0.0551,11.267916666666666,3.4441666666666664,1.2845833333333332
2005-02-23,2.77505,1.30246,1.94364,0.05139,11.415,1.9662499999999998,1.6837499999999999
2005-02-24,0.5632,0.060259999999999994,0.7136399999999999,0.01516,11.564166666666665,-0.3516666666666666,2.2154166666666666
2005-02-25,5.45599,4.76966,1.68576,0.08272,11.7125,-1.3704166666666666,1.3958333333333333
2005-02-26,2.41696,1.37478,1.48705,0.04421,11.862499999999999,-0.11458333333333337,1.3420833333333333
2005-02-27,4.99754,3.8612599999999997,2.01299,0.07846,12.012916666666667,0.4145833333333333,2.2137499999999997
2005-02-28,0.46545,0.0011300000000000001,0.66646,0.0136,12.164166666666667,1.85375,2.08875
2005-03-01,2.63112,0.84651,2.11828,0.05084,12.315416666666666,-1.0008333333333332,4.5687500000000005
2005-03-02,3.63101,1.67329,2.3635200000000003,0.06312,12.467916666666666,-4.484583333333333,4.157916666666667
2005-03-03,5.87517,5.11283,1.6292,0.08981,12.620416666666666,-5.2716666666666665,2.2716666666666665
2005-03-04,3.1228000000000002,1.77129,1.8601,0.054580000000000004,12.774583333333334,-1.7845833333333332,0.985
2005-03-05,3.60177,2.41373,1.80698,0.06307,12.927916666666667,1.5579166666666666,1.8679166666666667
2005-03-06,6.19606,6.17749,1.13108,0.096,12.849166666666667,2.0125,2.54625
2005-03-07,3.68594,2.91277,1.49009,0.06232,13.015416666666667,8.564583333333333,3.495416666666667
2005-03-08,5.45378,4.0313799999999995,2.0956,0.08768,13.182083333333333,0.7712500000000001,4.031666666666667
2005-03-09,6.34479,5.81486,1.48689,0.09879,13.349583333333333,-3.1625,2.921666666666667
2005-03-10,5.28345,4.0911100000000005,2.02557,0.08716,13.516666666666667,-2.544583333333333,1.9370833333333335
2005-03-11,2.70874,1.20181,1.93185,0.052250000000000005,13.6825,0.9279166666666666,2.8625000000000003
2005-03-12,3.45222,1.74495,2.17902,0.06364,13.85125,0.41500000000000004,3.1604166666666664
2005-03-13,4.656149999999999,3.57025,1.92082,0.08017,14.018749999999999,0.37166666666666665,1.4308333333333334
2005-03-14,6.3359499999999995,6.3034799999999995,1.30973,0.10593,14.185833333333333,0.26875,1.5866666666666667
2005-03-15,5.34048,4.50605,1.91833,0.0931,14.354166666666666,1.4112500000000001,1.1720833333333334
2005-03-16,4.46527,3.1684,2.1875,0.08245,14.52125,2.0708333333333333,1.6979166666666667
2005-03-17,4.775,3.66967,2.17461,0.08934,14.689166666666667,3.955833333333333,1.1404166666666666
2005-03-18,5.69048,5.58394,1.43031,0.10128999999999999,14.856250000000001,6.28625,1.4795833333333333
2005-03-19,3.29289,1.59171,2.36607,0.06599000000000001,15.023333333333333,7.195,2.1841666666666666
2005-03-20,1.5164600000000001,0.33222,1.52898,0.03548,15.189583333333333,5.6275,2.4683333333333333
2005-03-21,4.71092,3.26907,2.36216,0.08977,15.355833333333335,3.8208333333333333,1.36
2005-03-22,4.6666,3.2355300000000002,2.38095,0.08778999999999999,15.522083333333333,4.35625,1.9895833333333333
2005-03-23,1.70517,0.75112,1.35537,0.037809999999999996,15.688333333333333,8.089166666666666,2.1037500000000002
2005-03-24,3.80588,2.0739,2.47654,0.07657,15.852916666666665,4.335416666666666,1.9816666666666667
2005-03-25,3.74693,2.35754,2.14994,0.07433,16.017083333333336,5.309166666666667,1.3620833333333333
